"09/07/2008"	2	1	2008-09-07
"09/14/2008"	2	1	2008-09-14
"09/21/2008"	2	1	2008-09-21
"09/28/2008"	2	2	2008-09-28
"10/05/2008"	2	2	2008-10-05
"10/12/2008"	2	3	2008-10-12
"10/19/2008"	2	3	2008-10-19
"10/26/2008"	2	3	2008-10-26
"11/02/2008"	2	3	2008-11-02
"11/09/2008"	2	4	2008-11-09
"11/16/2008"	2	2	2008-11-16
"11/23/2008"	2	1	2008-11-23
"11/30/2008"	2	2	2008-11-30
"12/07/2008"	2	2	2008-12-07
"12/14/2008"	2	1	2008-12-14
"12/21/2008"	2	1	2008-12-21
"12/28/2008"	2	1	2008-12-28
"01/04/2009"	2	1	2009-01-04
"01/11/2009"	2	1	2009-01-11
"01/18/2009"	2	1	2009-01-18
"01/25/2009"	2	1	2009-01-25
"02/01/2009"	2	2	2009-02-01
"02/08/2009"	2	2	2009-02-08
"02/15/2009"	2	2	2009-02-15
"02/22/2009"	2	2	2009-02-22
"03/01/2009"	2	2	2009-03-01
"03/08/2009"	2	1	2009-03-08
"03/15/2009"	2	1	2009-03-15
"03/22/2009"	2	1	2009-03-22
"03/29/2009"	2	1	2009-03-29
"04/05/2009"	2	1	2009-04-05
"04/12/2009"	2	1	2009-04-12
"04/19/2009"	2	4	2009-04-19
"04/26/2009"	2	100	2009-04-26
"05/03/2009"	2	25	2009-05-03
"05/10/2009"	2	9	2009-05-10
"05/17/2009"	2	8	2009-05-17
"05/24/2009"	2	5	2009-05-24
"05/31/2009"	2	4	2009-05-31
"06/07/2009"	2	5	2009-06-07
"06/14/2009"	2	4	2009-06-14
"06/21/2009"	2	3	2009-06-21
"06/28/2009"	2	3	2009-06-28
"07/05/2009"	2	3	2009-07-05
"07/12/2009"	2	3	2009-07-12
"07/19/2009"	2	3	2009-07-19
"07/26/2009"	2	4	2009-07-26
"08/02/2009"	2	3	2009-08-02
"08/09/2009"	2	4	2009-08-09
"08/16/2009"	2	4	2009-08-16
"08/23/2009"	2	7	2009-08-23
"08/30/2009"	2	9	2009-08-30
"09/06/2009"	2	10	2009-09-06
"09/13/2009"	2	11	2009-09-13
"09/20/2009"	2	12	2009-09-20
"09/27/2009"	2	13	2009-09-27
"10/04/2009"	2	15	2009-10-04
"10/11/2009"	2	16	2009-10-11
"10/18/2009"	2	21	2009-10-18
"10/25/2009"	2	20	2009-10-25
"11/01/2009"	2	15	2009-11-01
"11/08/2009"	2	11	2009-11-08
"11/15/2009"	2	8	2009-11-15
"11/22/2009"	2	5	2009-11-22
"11/29/2009"	2	4	2009-11-29
"12/06/2009"	2	4	2009-12-06
"12/13/2009"	2	3	2009-12-13
"12/20/2009"	2	2	2009-12-20
"12/27/2009"	2	2	2009-12-27
"01/03/2010"	2	2	2010-01-03
"01/10/2010"	2	2	2010-01-10
"01/17/2010"	2	2	2010-01-17
"01/24/2010"	2	1	2010-01-24
"01/31/2010"	2	1	2010-01-31
"02/07/2010"	2	1	2010-02-07
"02/14/2010"	2	1	2010-02-14
"02/21/2010"	2	1	2010-02-21
"02/28/2010"	2	1	2010-02-28
"03/07/2010"	2	1	2010-03-07
"03/14/2010"	2	1	2010-03-14
"03/21/2010"	2	1	2010-03-21
"03/28/2010"	2	1	2010-03-28
"04/04/2010"	2	1	2010-04-04
"04/11/2010"	2	1	2010-04-11
"04/18/2010"	2	1	2010-04-18
"04/25/2010"	2	1	2010-04-25
"05/02/2010"	2	1	2010-05-02
"05/09/2010"	2	1	2010-05-09
"05/16/2010"	2	1	2010-05-16
"05/23/2010"	2	1	2010-05-23
"05/30/2010"	2	1	2010-05-30
"06/06/2010"	2	0	2010-06-06
"06/13/2010"	2	0	2010-06-13
"06/20/2010"	2	0	2010-06-20
"06/27/2010"	2	0	2010-06-27
"07/04/2010"	2	0	2010-07-04
"07/11/2010"	2	0	2010-07-11
"07/18/2010"	2	0	2010-07-18
"07/25/2010"	2	1	2010-07-25
"08/01/2010"	2	1	2010-08-01
"08/08/2010"	2	1	2010-08-08
"08/15/2010"	2	1	2010-08-15
"08/22/2010"	2	1	2010-08-22
"08/29/2010"	2	1	2010-08-29
"09/05/2010"	2	1	2010-09-05
"09/12/2010"	2	2	2010-09-12
"09/19/2010"	2	2	2010-09-19
"09/26/2010"	2	2	2010-09-26
"10/03/2010"	2	2	2010-10-03
"10/10/2010"	2	2	2010-10-10
"10/17/2010"	2	2	2010-10-17
"10/24/2010"	2	2	2010-10-24
"10/31/2010"	3	2	2010-10-31
"11/07/2010"	2	2	2010-11-07
"11/14/2010"	2	2	2010-11-14
"11/21/2010"	2	1	2010-11-21
"11/28/2010"	2	2	2010-11-28
"12/05/2010"	2	1	2010-12-05
"12/12/2010"	2	1	2010-12-12
"12/19/2010"	2	2	2010-12-19
"12/26/2010"	2	2	2010-12-26
"01/02/2011"	2	2	2011-01-02
"01/09/2011"	2	2	2011-01-09
"01/16/2011"	2	2	2011-01-16
"01/23/2011"	3	2	2011-01-23
"01/30/2011"	3	2	2011-01-30
"02/06/2011"	3	2	2011-02-06
"02/13/2011"	3	2	2011-02-13
"02/20/2011"	3	2	2011-02-20
"02/27/2011"	3	2	2011-02-27
"03/06/2011"	3	1	2011-03-06
"03/13/2011"	2	1	2011-03-13
"03/20/2011"	2	1	2011-03-20
"03/27/2011"	2	1	2011-03-27
"04/03/2011"	2	1	2011-04-03
"04/10/2011"	2	1	2011-04-10
"04/17/2011"	2	1	2011-04-17
"04/24/2011"	2	1	2011-04-24
"05/01/2011"	2	1	2011-05-01
"05/08/2011"	2	1	2011-05-08
"05/15/2011"	2	1	2011-05-15
"05/22/2011"	2	1	2011-05-22
"05/29/2011"	2	1	2011-05-29
"06/05/2011"	2	1	2011-06-05
"06/12/2011"	2	1	2011-06-12
"06/19/2011"	2	0	2011-06-19
"06/26/2011"	2	0	2011-06-26
"07/03/2011"	2	0	2011-07-03
"07/10/2011"	2	0	2011-07-10
"07/17/2011"	2	0	2011-07-17
"07/24/2011"	2	0	2011-07-24
"07/31/2011"	2	0	2011-07-31
"08/07/2011"	2	1	2011-08-07
"08/14/2011"	2	1	2011-08-14
"08/21/2011"	2	1	2011-08-21
"08/28/2011"	2	1	2011-08-28
"09/04/2011"	2	1	2011-09-04
"09/11/2011"	2	1	2011-09-11
"09/18/2011"	2	2	2011-09-18
"09/25/2011"	2	2	2011-09-25
"10/02/2011"	2	2	2011-10-02
"10/09/2011"	2	2	2011-10-09
"10/16/2011"	2	2	2011-10-16
"10/23/2011"	2	2	2011-10-23
"10/30/2011"	2	2	2011-10-30
"11/06/2011"	2	2	2011-11-06
"11/13/2011"	2	2	2011-11-13
"11/20/2011"	2	1	2011-11-20
"11/27/2011"	2	2	2011-11-27
"12/04/2011"	2	1	2011-12-04
"12/11/2011"	2	1	2011-12-11
"12/18/2011"	2	1	2011-12-18
"12/25/2011"	2	2	2011-12-25
"01/01/2012"	2	2	2012-01-01
"01/08/2012"	2	1	2012-01-08
"01/15/2012"	2	1	2012-01-15
"01/22/2012"	2	1	2012-01-22
"01/29/2012"	2	1	2012-01-29
"02/05/2012"	2	1	2012-02-05
"02/12/2012"	2	2	2012-02-12
"02/19/2012"	2	2	2012-02-19
"02/26/2012"	2	2	2012-02-26
"03/04/2012"	3	1	2012-03-04
"03/11/2012"	2	1	2012-03-11
"03/18/2012"	2	1	2012-03-18
"03/25/2012"	2	1	2012-03-25
"04/01/2012"	2	1	2012-04-01
"04/08/2012"	2	1	2012-04-08
"04/15/2012"	2	1	2012-04-15
"04/22/2012"	2	1	2012-04-22
"04/29/2012"	2	1	2012-04-29
"05/06/2012"	2	1	2012-05-06
"05/13/2012"	2	1	2012-05-13
"05/20/2012"	2	1	2012-05-20
"05/27/2012"	2	1	2012-05-27
"06/03/2012"	2	1	2012-06-03
"06/10/2012"	2	1	2012-06-10
"06/17/2012"	2	1	2012-06-17
"06/24/2012"	2	1	2012-06-24
"07/01/2012"	2	0	2012-07-01
"07/08/2012"	2	1	2012-07-08
"07/15/2012"	2	0	2012-07-15
"07/22/2012"	2	1	2012-07-22
"07/29/2012"	2	1	2012-07-29
"08/05/2012"	2	1	2012-08-05
"08/12/2012"	2	1	2012-08-12
"08/19/2012"	2	1	2012-08-19
"08/26/2012"	2	1	2012-08-26
"09/02/2012"	2	1	2012-09-02
"09/09/2012"	2	1	2012-09-09
"09/16/2012"	2	2	2012-09-16
"09/23/2012"	2	2	2012-09-23
"09/30/2012"	2	2	2012-09-30
"10/07/2012"	2	3	2012-10-07
"10/14/2012"	4	2	2012-10-14
"10/21/2012"	2	2	2012-10-21
"10/28/2012"	2	2	2012-10-28
"11/04/2012"	2	2	2012-11-04
"11/11/2012"	2	2	2012-11-11
"11/18/2012"	2	2	2012-11-18
"11/25/2012"	2	2	2012-11-25
"12/02/2012"	2	3	2012-12-02
"12/09/2012"	2	3	2012-12-09
"12/16/2012"	3	3	2012-12-16
"12/23/2012"	3	4	2012-12-23
"12/30/2012"	3	5	2012-12-30
"01/06/2013"	3	15	2013-01-06
"01/13/2013"	3	11	2013-01-13
"01/20/2013"	3	6	2013-01-20
"01/27/2013"	3	4	2013-01-27
"02/03/2013"	3	3	2013-02-03
"02/10/2013"	2	2	2013-02-10
"02/17/2013"	2	2	2013-02-17
"02/24/2013"	2	2	2013-02-24
"03/03/2013"	2	2	2013-03-03
"03/10/2013"	3	2	2013-03-10
"03/17/2013"	2	2	2013-03-17
"03/24/2013"	2	1	2013-03-24
"03/31/2013"	2	1	2013-03-31
"04/07/2013"	2	1	2013-04-07
"04/14/2013"	2	1	2013-04-14
"04/21/2013"	2	1	2013-04-21
"04/28/2013"	2	1	2013-04-28
"05/05/2013"	2	1	2013-05-05
"05/12/2013"	2	1	2013-05-12
"05/19/2013"	2	1	2013-05-19
"05/26/2013"	2	1	2013-05-26
"06/02/2013"	2	1	2013-06-02
"06/09/2013"	2	1	2013-06-09
"06/16/2013"	2	1	2013-06-16
"06/23/2013"	2	1	2013-06-23
"06/30/2013"	2	0	2013-06-30
"07/07/2013"	2	0	2013-07-07
"07/14/2013"	2	0	2013-07-14
"07/21/2013"	2	1	2013-07-21
"07/28/2013"	2	1	2013-07-28
"08/04/2013"	2	1	2013-08-04
"08/11/2013"	2	1	2013-08-11
"08/18/2013"	2	1	2013-08-18
"08/25/2013"	2	1	2013-08-25
"09/01/2013"	2	1	2013-09-01
"09/08/2013"	2	1	2013-09-08
"09/15/2013"	2	2	2013-09-15
"09/22/2013"	2	2	2013-09-22
"09/29/2013"	2	3	2013-09-29
"10/06/2013"	2	3	2013-10-06
